game_id,team_side,lineup_slot,player_name_jp,position,is_starter,sub_type,ab,h,r,k,bb,sb,e,hr
eagles_2023_EF3,away,9,太田　光,C,1,,2,0,0,0,2,0,0,0
eagles_2023_EF3,home,1,矢澤　宏太,RF,1,,3,0,0,1,0,0,0,0
eagles_2023_EF3,home,1,今川　優馬,,0,PH,1,0,0,1,0,0,0,0
eagles_2023_EF3,home,2,石井　一成,2B,1,,3,1,1,1,1,1,0,0
eagles_2023_EF3,home,3,松本　剛,LF,1,,3,1,0,0,1,0,0,0
eagles_2023_EF3,home,4,野村　佑希,3B,1,,4,0,0,1,0,0,0,0
eagles_2023_EF3,home,5,清宮　幸太郎,1B,1,,4,0,0,0,0,0,0,0
eagles_2023_EF3,home,6,A.マルティネス,DH,1,,4,1,0,1,0,0,0,0
eagles_2023_EF3,home,7,上川畑　大悟,SS,1,,3,0,0,0,1,0,0,0
eagles_2023_EF3,home,8,伏見　寅威,C,1,,2,0,0,0,0,0,0,0
eagles_2023_EF3,home,8,A.アルカンタラ,,0,PH,1,0,0,1,0,0,0,0
eagles_2023_EF3,home,8,宇佐見　真吾,,0,DEF-C,1,0,0,1,0,0,0,0
eagles_2023_EF3,home,9,五十幡　亮汰,CF,1,,1,0,0,0,2,2,0,0
eagles_2023_EF3,home,9,万波　中正,,0,PH,1,0,0,0,0,0,0,0
eagles_2023_EL1,away,1,愛斗,RF,1,,5,2,1,1,0,0,0,1
eagles_2023_EL1,away,2,D.マキノン,3B,1,,4,0,0,1,0,0,0,1
eagles_2023_EL1,away,3,外崎　修汰,2B,1,,3,0,0,1,1,0,0,0
eagles_2023_EL1,away,4,山川　穂高,1B,1,,3,0,0,2,1,0,0,0
eagles_2023_EL1,away,4,平沼　翔太,,0,PR,0,0,0,0,0,0,0,0
eagles_2023_EL1,away,5,中村　剛也,DH,1,,3,1,0,0,1,0,0,0
eagles_2023_EL1,away,6,鈴木　将平,CF,1,,2,0,0,1,2,0,0,0
eagles_2023_EL1,away,7,柘植　世那,C,1,,3,1,2,0,0,0,0,0
eagles_2023_EL1,away,8,児玉　亮涼,SS,1,,4,1,1,0,0,0,0,0
eagles_2023_EL1,away,9,金子　侑司,LF,1,,4,0,0,2,0,0,0,0
eagles_2023_EL1,home,1,辰己　涼介,CF,1,,2,0,0,1,2,0,0,1
eagles_2023_EL1,home,2,小郷　裕哉,RF,1,,3,0,0,1,0,0,0,0
eagles_2023_EL1,home,2,渡邊　佳明,,0,PH,0,0,0,0,1,0,0,0
eagles_2023_EL1,home,3,M.フランコ,DH,1,,3,1,0,0,1,0,0,1
eagles_2023_EL1,home,4,浅村　栄斗,2B,1,,3,0,0,1,1,0,0,0
eagles_2023_EL1,home,5,島内　宏明,LF,1,,4,1,0,1,0,0,0,0
eagles_2023_EL1,home,6,阿部　寿樹,1B,1,,4,0,0,2,0,0,0,0
eagles_2023_EL1,home,7,山崎　剛,SS,1,,4,1,0,1,0,0,0,0
eagles_2023_EL1,home,8,黒川　史陽,3B,1,,3,1,0,0,0,0,0,0
eagles_2023_EL1,home,9,太田　光,C,1,,1,0,0,0,1,0,0,0
eagles_2023_EL1,home,9,安田　悠馬,,0,PH,1,0,0,1,0,0,0,0
eagles_2023_EL2,away,1,愛斗,RF,1,,4,0,0,0,0,0,0,1
eagles_2023_EL2,away,2,金子　侑司,LF,1,,4,0,0,2,0,0,0,0
eagles_2023_EL2,away,3,外崎　修汰,2B,1,,4,1,0,1,0,0,0,0
eagles_2023_EL2,away,4,山川　穂高,DH,1,,4,3,0,1,0,0,0,0
eagles_2023_EL2,away,4,山野辺　翔,,0,PR,0,0,0,0,0,0,0,0
eagles_2023_EL2,away,5,D.マキノン,1B,1,,3,1,0,0,1,0,0,1
eagles_2023_EL2,away,5,平沼　翔太,,0,PR,0,0,0,0,0,0,0,0
eagles_2023_EL2,away,6,鈴木　将平,CF,1,,2,0,0,0,1,0,0,0
eagles_2023_EL2,away,7,佐藤　龍世,3B,1,,3,0,0,1,1,0,0,0
eagles_2023_EL2,away,8,古賀　悠斗,C,1,,3,0,0,0,0,0,0,0
eagles_2023_EL2,away,8,中村　剛也,,0,PH,1,0,0,0,0,0,0,0
eagles_2023_EL2,away,9,児玉　亮涼,SS,1,,3,0,0,1,0,0,0,0
eagles_2023_EL2,home,1,辰己　涼介,CF,1,,3,1,0,0,1,1,0,1
eagles_2023_EL2,home,2,小深田　大翔,2B,1,,4,1,0,1,0,0,0,0
eagles_2023_EL2,home,3,M.フランコ,1B,1,,1,0,0,0,3,0,0,1
eagles_2023_EL2,home,4,浅村　栄斗,DH,1,,4,1,1,1,0,0,0,0
eagles_2023_EL2,home,5,島内　宏明,RF,1,,3,1,0,0,1,0,0,0
eagles_2023_EL2,home,5,田中　和基,,0,PR,0,0,0,0,0,0,0,0
eagles_2023_EL2,home,6,阿部　寿樹,LF,1,,3,1,0,0,1,0,0,0
eagles_2023_EL2,home,7,山崎　剛,SS,1,,2,0,0,0,1,0,1,0
eagles_2023_EL2,home,8,伊藤　裕季也,3B,1,,2,0,0,2,0,0,0,1
eagles_2023_EL2,home,8,茂木　栄五郎,,0,PH,1,0,0,0,0,0,0,0
eagles_2023_EL2,home,9,炭谷　銀仁朗,C,1,,3,0,0,0,0,0,0,0
giants_1960_GC1,away,1,小坂　佳隆,2B,1,,5,1,0,1,0,0,0,0
giants_1960_GC1,away,2,古葉　毅,SS,1,,3,0,0,0,1,0,0,0
giants_1960_GC1,away,3,森永　勝治,RF,1,,1,1,0,0,0,0,0,2
giants_1960_GC1,away,3,横溝　桂,,0,DEF-RF,3,2,0,0,0,0,0,0
giants_1960_GC1,away,4,大和田　明,LF,1,,4,0,0,2,0,0,0,0
giants_1960_GC1,away,5,興津　達雄,1B,1,,4,1,0,0,0,0,0,1
giants_1960_GC1,away,6,緋本　祥好,CF,1,,2,0,0,0,0,0,0,0
giants_1960_GC1,away,6,平山　智,,0,DEF-CF,1,1,0,0,0,1,0,0
giants_1960_GC1,away,7,上田　利治,C,1,,4,0,0,0,0,0,0,0
giants_1960_GC1,away,8,米山　光男,3B,1,,3,0,0,0,1,0,0,0
giants_1960_GC1,away,9,河村　英文,P,1,,3,1,2,1,0,0,1,1
giants_1960_GC1,away,9,鵜狩　好応,,0,投,1,0,0,0,0,0,0,0
giants_1960_GC1,home,1,国松　彰,RF,1,,4,1,0,0,1,0,0,0
giants_1960_GC1,home,2,難波　昭二郎,3B,1,,4,1,0,2,0,0,1,0
giants_1960_GC1,home,3,土屋　正孝,2B,1,,4,1,0,1,0,0,0,1
giants_1960_GC1,home,4,長嶋　茂雄,SS,1,,2,0,0,0,2,1,1,2
giants_1960_GC1,home,5,与那嶺　要,LF,1,,3,0,0,1,1,0,0,0
giants_1960_GC1,home,6,藤尾　茂,CF,1,,3,0,0,2,1,0,0,3
giants_1960_GC1,home,7,王　貞治,1B,1,,3,0,0,2,1,0,0,0
giants_1960_GC1,home,8,森　昌彦,C,1,,4,1,0,1,0,0,0,0
giants_1960_GC1,home,9,中村　稔,P,1,,2,1,0,1,0,0,0,0
giants_1960_GC1,home,9,坂崎　一彦,,0,PH,1,0,0,0,0,0,0,0
giants_1960_GC1,home,9,安原　達佳,,0,投,0,0,0,0,0,0,0,0
giants_1960_GC1,home,9,宮本　敏雄,,0,PH,1,0,0,0,0,0,0,0
giants_1960_GS1,away,1,佐藤　孝夫,CF,1,,4,1,1,1,0,0,0,0
giants_1960_GS1,away,2,岩下　守道,LF,1,,3,0,0,1,0,0,0,0
giants_1960_GS1,away,2,鵜飼　勝美,,0,DEF-LF,1,1,0,0,0,0,0,0
giants_1960_GS1,away,3,飯田　徳治,1B,1,,4,0,0,1,0,0,0,0
giants_1960_GS1,away,4,町田　行彦,RF,1,,4,0,0,2,0,0,0,0
giants_1960_GS1,away,5,箱田　淳,2B,1,,3,1,0,0,0,0,1,0
giants_1960_GS1,away,6,平岩　次男,C,1,,2,0,0,1,0,0,0,0
giants_1960_GS1,away,6,根来　広光,,0,PH,1,0,0,0,0,0,0,0
giants_1960_GS1,away,7,西岡　清吉,3B,1,,2,0,0,0,1,0,0,0
giants_1960_GS1,away,8,土居　章助,SS,1,,3,0,0,0,0,0,0,0
giants_1960_GS1,away,9,金田　正一,P,1,,0,0,0,0,0,0,0,0
giants_1960_GS1,away,9,村田　元一,,0,投,1,0,0,0,0,0,0,0
giants_1960_GS1,away,9,森滝　義巳,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS1,away,9,高屋　俊夫,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS1,away,9,中村　修一郎,,0,PH,1,1,0,0,0,0,0,0
giants_1960_GS1,away,9,斎藤　良雄,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS1,home,1,広岡　達朗,SS,1,,5,1,0,1,0,0,0,0
giants_1960_GS1,home,2,宮本　敏雄,RF,1,,3,1,0,0,0,0,0,0
giants_1960_GS1,home,2,国松　彰,,0,DEF-RF,1,0,0,0,0,0,0,0
giants_1960_GS1,home,3,土屋　正孝,2B,1,,4,1,0,3,0,0,0,0
giants_1960_GS1,home,4,長嶋　茂雄,3B,1,,4,2,3,0,0,0,0,1
giants_1960_GS1,home,5,与那嶺　要,LF,1,,3,2,2,0,1,0,0,0
giants_1960_GS1,home,6,藤尾　茂,CF,1,,4,3,3,1,0,1,0,1
giants_1960_GS1,home,7,難波　昭二郎,1B,1,,2,0,0,0,1,0,0,0
giants_1960_GS1,home,7,王　貞治,,0,DEF-1B,1,0,0,0,0,0,0,0
giants_1960_GS1,home,8,森　昌彦,C,1,,4,0,0,3,0,0,0,0
giants_1960_GS1,home,9,伊藤　芳明,P,1,,4,1,0,0,0,0,0,0
giants_1960_GS2,away,1,佐藤　孝夫,CF,1,,4,1,1,0,0,0,0,0
giants_1960_GS2,away,2,小西　秀朗,LF,1,,4,1,0,0,0,0,0,0
giants_1960_GS2,away,3,飯田　徳治,1B,1,,4,1,2,1,0,0,0,1
giants_1960_GS2,away,4,町田　行彦,RF,1,,3,0,0,1,1,0,0,0
giants_1960_GS2,away,5,箱田　淳,2B,1,,4,0,0,0,0,0,0,0
giants_1960_GS2,away,6,根来　広光,C,1,,2,0,0,0,1,0,0,0
giants_1960_GS2,away,6,平岩　次男,,0,DEF-C,1,0,0,0,0,0,0,0
giants_1960_GS2,away,7,西岡　清吉,3B,1,,3,1,0,0,0,0,0,0
giants_1960_GS2,away,8,土居　章助,SS,1,,0,0,0,0,0,0,2,0
giants_1960_GS2,away,8,赤木　健一,,0,PH,1,0,0,1,0,0,0,0
giants_1960_GS2,away,8,平井　嘉明,,0,DEF-SS,2,1,0,0,0,0,0,0
giants_1960_GS2,away,9,北川　芳男,P,1,,1,0,0,0,0,0,0,0
giants_1960_GS2,away,9,鵜飼　勝美,,0,PH,1,1,0,0,0,0,0,0
giants_1960_GS2,away,9,高屋　俊夫,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS2,home,1,広岡　達朗,SS,1,,4,0,0,0,0,0,0,0
giants_1960_GS2,home,2,国松　彰,RF,1,,3,1,0,0,1,0,0,0
giants_1960_GS2,home,3,土屋　正孝,2B,1,,4,1,0,0,0,0,0,0
giants_1960_GS2,home,4,長嶋　茂雄,3B,1,,4,2,1,0,0,0,0,1
giants_1960_GS2,home,5,与那嶺　要,LF,1,,4,0,0,1,0,0,0,0
giants_1960_GS2,home,6,藤尾　茂,CF,1,,4,1,3,0,0,0,0,2
giants_1960_GS2,home,7,王　貞治,1B,1,,4,1,0,2,0,0,0,0
giants_1960_GS2,home,8,森　昌彦,C,1,,3,1,1,0,0,0,0,0
giants_1960_GS2,home,9,堀本　律雄,P,1,,3,0,1,0,0,0,0,0
giants_1960_GS3,away,1,佐藤　孝夫,CF,1,,4,1,0,1,0,0,0,0
giants_1960_GS3,away,2,小西　秀朗,LF,1,,4,0,0,2,0,0,0,0
giants_1960_GS3,away,3,飯田　徳治,1B,1,,2,1,0,0,2,0,0,1
giants_1960_GS3,away,4,岩下　守道,RF,1,,4,2,0,0,0,0,0,0
giants_1960_GS3,away,5,箱田　淳,2B,1,,4,1,0,1,0,0,0,0
giants_1960_GS3,away,6,根来　広光,C,1,,3,0,0,0,0,0,0,0
giants_1960_GS3,away,6,鵜飼　勝美,,0,PH,1,1,1,0,0,0,0,0
giants_1960_GS3,away,7,西岡　清吉,3B,1,,4,1,0,0,0,0,0,0
giants_1960_GS3,away,8,平井　嘉明,SS,1,,2,0,0,0,0,0,0,0
giants_1960_GS3,away,8,赤木　健一,,0,PH,1,0,0,0,0,0,0,0
giants_1960_GS3,away,8,土居　章助,,0,DEF-SS,0,0,0,0,0,0,0,0
giants_1960_GS3,away,9,田所　善治郎,P,1,,0,0,0,0,0,0,0,0
giants_1960_GS3,away,9,村田　元一,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS3,away,9,松田　清,,0,PH,1,1,0,0,0,0,0,0
giants_1960_GS3,away,9,巽　一,,0,投,1,0,0,0,0,0,0,0
giants_1960_GS3,away,9,中村　修一郎,,0,PH,1,0,0,1,0,0,0,0
giants_1960_GS3,away,9,森滝　義巳,,0,投,0,0,0,0,0,0,0,0
giants_1960_GS3,home,1,広岡　達朗,SS,1,,2,0,0,0,0,0,0,0
giants_1960_GS3,home,1,難波　昭二郎,,0,DEF-3B,2,1,0,0,0,0,0,0
giants_1960_GS3,home,2,坂崎　一彦,RF,1,,4,0,0,2,0,0,0,0
giants_1960_GS3,home,3,土屋　正孝,2B,1,,3,1,1,0,1,0,0,1
giants_1960_GS3,home,3,長嶋　茂雄,3B,0,DEF-SS,3,2,1,0,1,1,0,2
giants_1960_GS3,home,4,与那嶺　要,LF,1,,2,0,0,1,2,0,0,0
giants_1960_GS3,home,5,藤尾　茂,CF,1,,3,1,4,0,1,0,0,3
giants_1960_GS3,home,6,王　貞治,1B,1,,3,1,2,0,1,0,0,0
giants_1960_GS3,home,7,森　昌彦,C,1,,4,0,0,0,0,0,0,0
giants_1960_GS3,home,8,青木　宥明,P,1,,4,0,0,2,0,0,0,0
lions_1980_FL2,away,1,山崎　裕之,2B,1,,4,1,0,0,0,0,0,0
lions_1980_FL2,away,2,立花　義家,CF,1,,3,1,0,1,0,0,0,0
lions_1980_FL2,away,2,大田　卓司,,0,PH,1,0,0,0,0,0,0,0
lions_1980_FL2,away,2,吉本　博,,0,DEF-C,0,0,0,0,0,0,0,0
lions_1980_FL2,away,3,土井　正博,1B,1,,3,1,1,0,1,0,0,1
lions_1980_FL2,away,4,田淵　幸一,DH,1,,4,1,0,1,0,0,0,0
lions_1980_FL2,away,5,T.ダンカン,3B,1,,3,1,0,0,1,0,0,0
lions_1980_FL2,away,5,大北　敏博,,0,PR,0,0,0,0,0,0,0,0
lions_1980_FL2,away,6,J.タイロン,RF,1,,4,0,0,1,0,0,0,0
lions_1980_FL2,away,7,山村　善則,LF,1,,2,0,0,0,0,0,0,0
lions_1980_FL2,away,7,慶元　秀章,,0,DEF-LF,1,0,0,1,0,0,0,0
lions_1980_FL2,away,8,野村　克也,C,1,,2,0,0,0,1,0,0,0
lions_1980_FL2,away,8,蓬莱　昭彦,,0,PR,0,0,0,0,0,0,0,0
lions_1980_FL2,away,9,行沢　久隆,SS,1,,3,2,0,0,0,0,0,0
lions_1980_FL2,home,1,島田　誠,CF,1,,3,0,0,1,1,1,0,0
lions_1980_FL2,home,2,富田　勝,LF,1,,4,1,2,0,0,0,0,0
lions_1980_FL2,home,3,T.クルーズ,RF,1,,3,0,0,0,1,0,0,0
lions_1980_FL2,home,4,柏原　純一,1B,1,,4,0,0,1,0,0,0,0
lions_1980_FL2,home,5,T.ソレイタ,DH,1,,4,1,0,2,0,0,0,0
lions_1980_FL2,home,6,古屋　英夫,3B,1,,4,1,0,1,0,0,0,0
lions_1980_FL2,home,7,大宮　龍男,C,1,,1,0,0,0,2,0,0,0
lions_1980_FL2,home,8,高代　延博,SS,1,,1,0,0,0,1,0,0,0
lions_1980_FL2,home,8,千藤　三樹男,,0,PH,0,0,0,0,1,0,0,0
lions_1980_FL2,home,8,鍵谷　康司,,0,PR,0,0,0,0,0,0,0,0
lions_1980_FL2,home,9,菅野　光夫,2B,1,,2,0,0,0,0,0,0,0
lions_1980_FL2,home,9,吉岡　悟,,0,PH,1,1,1,0,0,0,0,0
lions_1980_FL3,away,1,山崎　裕之,2B,1,,4,0,0,0,0,0,0,0
lions_1980_FL3,away,2,立花　義家,CF,1,,4,1,1,0,0,0,0,1
lions_1980_FL3,away,3,土井　正博,1B,1,,4,0,0,0,0,0,0,1
lions_1980_FL3,away,4,田淵　幸一,DH,1,,4,0,0,0,0,0,0,0
lions_1980_FL3,away,5,T.ダンカン,3B,1,,4,2,0,1,0,0,0,0
lions_1980_FL3,away,6,J.タイロン,RF,1,,4,3,1,0,0,0,0,0
lions_1980_FL3,away,7,山村　善則,LF,1,,3,1,1,0,0,0,0,0
lions_1980_FL3,away,7,蓬莱　昭彦,,0,DEF-LF,1,0,0,0,0,0,0,0
lions_1980_FL3,away,8,吉本　博,C,1,,3,1,0,0,0,0,0,0
lions_1980_FL3,away,8,野村　克也,,0,DEF-C,0,0,0,0,0,0,0,0
lions_1980_FL3,away,9,行沢　久隆,SS,1,,3,1,0,0,0,0,0,0
lions_1980_FL3,home,1,島田　誠,CF,1,,3,1,2,0,2,0,0,0
lions_1980_FL3,home,2,富田　勝,LF,1,,2,0,0,0,3,0,0,0
lions_1980_FL3,home,3,T.クルーズ,RF,1,,4,0,0,1,0,0,0,0
lions_1980_FL3,home,3,村井　英司,,0,PH,1,0,0,0,0,0,0,0
lions_1980_FL3,home,3,服部　敏和,,0,DEF-RF,0,0,0,0,0,0,0,0
lions_1980_FL3,home,4,柏原　純一,1B,1,,4,0,0,2,1,0,0,0
lions_1980_FL3,home,5,T.ソレイタ,DH,1,,4,0,0,1,1,0,0,0
lions_1980_FL3,home,6,古屋　英夫,3B,1,,5,2,0,0,0,0,0,0
lions_1980_FL3,home,7,大宮　龍男,C,1,,2,0,0,2,0,0,0,0
lions_1980_FL3,home,7,加藤　俊夫,,0,PH,0,0,0,0,2,0,0,0
lions_1980_FL3,home,8,高代　延博,SS,1,,1,0,0,0,1,0,0,0
lions_1980_FL3,home,8,千藤　三樹男,,0,PH,1,1,1,0,0,0,0,0
lions_1980_FL3,home,8,鍵谷　康司,,0,PR,1,0,0,0,0,0,0,0
lions_1980_FL3,home,9,菅野　光夫,2B,1,,1,1,0,0,0,1,0,0
lions_1980_FL3,home,9,吉岡　悟,,0,PH,2,0,0,1,0,0,0,0
lions_1980_LH1,away,1,藤原　満,3B,1,,4,0,0,0,0,1,0,0
lions_1980_LH1,away,2,新井　宏昌,CF,1,,2,0,0,1,0,0,0,1
lions_1980_LH1,away,2,久保寺　雄二,,0,PH,1,0,0,1,0,0,0,0
lions_1980_LH1,away,2,高柳　秀樹,,0,DEF-CF,1,0,0,0,0,0,0,0
lions_1980_LH1,away,3,片平　晋作,1B,1,,4,1,0,0,0,0,0,2
lions_1980_LH1,away,4,C.メイ,LF,1,,4,2,2,1,0,0,0,3
lions_1980_LH1,away,5,門田　博光,DH,1,,4,1,1,1,0,0,0,2
lions_1980_LH1,away,6,王天上,RF,1,,4,1,0,0,0,0,0,1
lions_1980_LH1,away,7,河埜　敬幸,2B,1,,4,1,0,0,0,1,0,0
lions_1980_LH1,away,8,定岡　智秋,SS,1,,2,0,0,1,0,0,0,1
lions_1980_LH1,away,9,黒田　正宏,C,1,,3,2,0,0,0,0,0,0
lions_1980_LH1,home,1,山崎　裕之,2B,1,,3,1,1,0,1,1,0,0
lions_1980_LH1,home,2,立花　義家,CF,1,,3,1,1,0,0,0,0,1
lions_1980_LH1,home,3,土井　正博,1B,1,,4,1,0,0,0,0,0,1
lions_1980_LH1,home,4,田淵　幸一,DH,1,,4,0,0,0,0,0,0,0
lions_1980_LH1,home,5,T.ダンカン,3B,1,,4,1,0,1,0,0,0,0
lions_1980_LH1,home,6,J.タイロン,RF,1,,3,2,1,1,1,1,0,1
lions_1980_LH1,home,7,野村　克也,C,1,,1,0,0,0,1,0,2,0
lions_1980_LH1,home,7,大北　敏博,,0,PR,0,0,0,0,0,0,0,0
lions_1980_LH1,home,7,吉本　博,,0,DEF-C,2,0,0,1,0,0,1,0
lions_1980_LH1,home,8,蓬莱　昭彦,LF,1,,2,0,1,1,0,0,0,0
lions_1980_LH1,home,9,行沢　久隆,SS,1,,3,3,1,0,0,1,0,0
lions_1980_LH2,away,1,藤原　満,3B,1,,5,0,0,1,0,1,0,0
lions_1980_LH2,away,2,新井　宏昌,CF,1,,2,1,0,0,3,1,0,1
lions_1980_LH2,away,3,片平　晋作,1B,1,,5,1,3,0,0,0,0,2
lions_1980_LH2,away,4,C.メイ,LF,1,,3,1,0,0,1,0,0,3
lions_1980_LH2,away,4,高柳　秀樹,,0,DEF-LF,0,0,0,0,0,0,0,0
lions_1980_LH2,away,5,門田　博光,DH,1,,4,3,1,0,0,0,0,2
lions_1980_LH2,away,6,王天上,RF,1,,4,1,2,1,0,0,0,2
lions_1980_LH2,away,7,河埜　敬幸,2B,1,,4,0,1,1,0,0,0,0
lions_1980_LH2,away,8,定岡　智秋,SS,1,,3,0,0,3,1,0,0,1
lions_1980_LH2,away,9,黒田　正宏,C,1,,3,0,0,1,0,0,0,0
lions_1980_LH2,home,1,山崎　裕之,2B,1,,3,0,0,1,1,0,0,0
lions_1980_LH2,home,2,立花　義家,CF,1,,3,1,0,0,0,0,0,1
lions_1980_LH2,home,3,土井　正博,1B,1,,3,2,2,0,1,0,0,2
lions_1980_LH2,home,4,田淵　幸一,DH,1,,4,1,0,1,0,0,0,0
lions_1980_LH2,home,5,T.ダンカン,3B,1,,3,0,1,0,0,0,1,0
lions_1980_LH2,home,6,J.タイロン,RF,1,,4,1,0,1,0,0,0,1
lions_1980_LH2,home,7,大石　友好,C,1,,2,1,0,0,0,0,0,0
lions_1980_LH2,home,7,大田　卓司,,0,PH,1,0,0,0,0,0,0,0
lions_1980_LH2,home,7,吉本　博,,0,DEF-C,1,0,0,0,0,0,0,0
lions_1980_LH2,home,8,蓬莱　昭彦,LF,1,,3,0,0,0,0,0,0,0
lions_1980_LH2,home,9,行沢　久隆,SS,1,,3,0,0,0,0,0,1,0
